Facility ID,State,Hospitalization type,Payment comparison,Denominator,Payment,Value of care
380017,OR,heart failure,No Different,211,17735,Average Mortality
370006,OK,hip/knee replacement,No Different,66,19650,Average Complications
161337,IA,pneumonia,No Different,41,18119,Average Mortality
180106,KY,pneumonia,Less,72,13982,Average Mortality
110143,GA,heart attack,No Different,90,24215,Average Mortality
100081,FL,pneumonia,Less,111,14977,Average Mortality
310006,NJ,heart failure,Greater,346,19552,Average Mortality
281322,NE,pneumonia,No Different,84,20210,Average Mortality
360016,OH,hip/knee replacement,Less,302,18926,Average Complications
371334,OK,pneumonia,Greater,61,29808,Average Mortality
271327,MT,pneumonia,No Different,38,18262,Average Mortality
50014,CA,heart failure,No Different,153,18993,Average Mortality
160030,IA,heart failure,Less,395,16103,Worse Mortality
61320,CO,hip/knee replacement,No Different,76,21085,Average Complications
50281,CA,heart attack,No Different,41,27533,Average Mortality
291308,NV,pneumonia,Less,54,14590,Average Mortality
371328,OK,heart failure,No Different,50,16085,Average Mortality
110142,GA,pneumonia,Less,49,15708,Average Mortality
150015,IN,heart failure,No Different,336,17130,Average Mortality
230259,MI,hip/knee replacement,Less,839,18864,Average Complications
381319,OR,hip/knee replacement,Less,79,18702,Average Complications
330003,NY,pneumonia,Less,136,16601,Average Mortality
10005,AL,heart failure,No Different,271,16631,Worse Mortality
251320,MS,heart failure,No Different,30,18275,Average Mortality
190274,LA,heart failure,No Different,145,16391,Average Mortality
310057,NJ,heart failure,Greater,725,18888,Average Mortality
231322,MI,hip/knee replacement,Less,164,18076,Average Complications
100087,FL,heart attack,No Different,761,25352,Better Mortality
281335,NE,pneumonia,Less,54,14897,Average Mortality
190202,LA,pneumonia,No Different,129,17632,Average Mortality
230208,MI,hip/knee replacement,Greater,60,24521,Average Complications
140167,IL,hip/knee replacement,Less,40,18075,Average Complications
180138,KY,pneumonia,No Different,87,18425,Average Mortality
260048,MO,heart failure,No Different,63,16833,Average Mortality
140114,IL,hip/knee replacement,Greater,129,23345,Average Complications
161363,IA,pneumonia,No Different,167,17305,Average Mortality
40084,AR,heart failure,No Different,234,18053,Worse Mortality
50082,CA,heart failure,Greater,483,19060,Better Mortality
50745,CA,hip/knee replacement,Greater,77,30070,Average Complications
230104,MI,heart failure,No Different,479,18524,Better Mortality
150044,IN,heart attack,No Different,544,25809,Average Mortality
51319,CA,pneumonia,No Different,81,18463,Average Mortality
50305,CA,hip/knee replacement,Less,347,20075,Average Complications
160079,IA,heart failure,Less,451,15359,Average Mortality
250097,MS,hip/knee replacement,Greater,29,27167,Average Complications
350070,ND,heart failure,No Different,338,16669,Average Mortality
171344,KS,pneumonia,Greater,60,21535,Average Mortality
50755,CA,pneumonia,Greater,494,23751,Better Mortality
150161,IN,heart failure,No Different,140,17434,Average Mortality
50055,CA,pneumonia,Less,121,16178,Average Mortality
20024,AK,hip/knee replacement,Less,166,18303,Average Complications
330088,NY,pneumonia,Less,128,15625,Average Mortality
380052,OR,pneumonia,No Different,103,17107,Average Mortality
50112,CA,heart failure,Greater,358,19526,Better Mortality
220071,MA,pneumonia,Less,1416,17152,Better Mortality
40085,AR,pneumonia,Less,158,12645,Average Mortality
150061,IN,heart failure,No Different,39,19925,Average Mortality
330214,NY,heart failure,Greater,1361,19539,Better Mortality
30006,AZ,heart attack,No Different,320,24439,Average Mortality
370180,OK,hip/knee replacement,Less,33,17946,Average Complications
30130,AZ,hip/knee replacement,Less,54,18889,Average Complications
360262,OH,heart failure,No Different,251,17752,Average Mortality
100290,FL,pneumonia,No Different,1148,18709,Worse Mortality
30061,AZ,hip/knee replacement,Less,566,18232,Average Complications
190183,LA,pneumonia,Less,58,15896,Average Mortality
310083,NJ,pneumonia,Greater,225,23228,Average Mortality
50633,CA,hip/knee replacement,No Different,374,20268,Average Complications
220020,MA,heart failure,No Different,382,17362,Average Mortality
310076,NJ,heart attack,No Different,271,27336,Average Mortality
201309,ME,heart attack,No Different,25,24962,Average Mortality
160101,IA,hip/knee replacement,No Different,36,19439,Average Complications
50492,CA,heart failure,Greater,430,19181,Average Mortality
140117,IL,pneumonia,Greater,570,21941,Average Mortality
100249,FL,pneumonia,No Different,244,19101,Worse Mortality
80004,DE,pneumonia,No Different,1001,18423,Average Mortality
50278,CA,heart failure,No Different,445,18294,Average Mortality
150047,IN,heart failure,No Different,61,16359,Average Mortality
240038,MN,hip/knee replacement,Less,358,19248,Average Complications
30111,AZ,pneumonia,No Different,138,17907,Average Mortality
50390,CA,heart attack,No Different,56,26994,Average Mortality
140119,IL,hip/knee replacement,Less,1697,20008,Average Complications
280077,NE,heart failure,No Different,162,18754,Average Mortality
310044,NJ,heart failure,Greater,319,20599,Average Mortality
260001,MO,heart attack,No Different,175,27561,Average Mortality
161375,IA,hip/knee replacement,Less,114,18021,Average Complications
151318,IN,heart failure,No Different,41,18455,Average Mortality
141316,IL,heart failure,No Different,29,17444,Average Mortality
10130,AL,heart failure,No Different,88,16011,Average Mortality
230035,MI,heart failure,No Different,156,16788,Average Mortality
180004,KY,pneumonia,No Different,128,16625,Average Mortality
150112,IN,heart attack,No Different,271,23844,Average Mortality
330196,NY,heart attack,No Different,141,24658,Average Mortality
161372,IA,heart failure,No Different,75,16051,Average Mortality
250078,MS,heart attack,Greater,370,27393,Average Mortality
290009,NV,hip/knee replacement,Less,348,18000,Average Complications
50126,CA,heart failure,Greater,242,19273,Better Mortality
10100,AL,pneumonia,Less,363,17044,Worse Mortality
310002,NJ,pneumonia,Greater,244,21026,Average Mortality
340051,NC,heart failure,No Different,142,18108,Average Mortality
231301,MI,pneumonia,Less,34,13479,Average Mortality
30105,AZ,heart failure,Greater,438,18877,Average Mortality
160016,IA,pneumonia,No Different,365,18044,Average Mortality
261338,MO,pneumonia,No Different,58,18307,Average Mortality
370001,OK,heart attack,No Different,428,24157,Average Mortality
140185,IL,hip/knee replacement,No Different,552,20901,Average Complications
50211,CA,heart failure,No Different,121,17579,Average Mortality
140046,IL,hip/knee replacement,Greater,298,25273,Average Complications
340131,NC,heart failure,Less,684,16409,Worse Mortality
180067,KY,heart attack,No Different,194,25101,Average Mortality
241378,MN,hip/knee replacement,No Different,53,21910,Average Complications
370166,OK,pneumonia,No Different,51,16877,Average Mortality
40074,AR,heart failure,No Different,27,17379,Average Mortality
100242,FL,pneumonia,Greater,582,21360,Average Mortality
140040,IL,hip/knee replacement,Less,99,19425,Average Complications
170182,KS,pneumonia,No Different,264,18826,Average Mortality
50238,CA,pneumonia,Greater,819,20724,Better Mortality
140067,IL,heart attack,Less,621,23339,Average Mortality
220046,MA,heart failure,No Different,1089,18029,Average Mortality
151311,IN,heart failure,No Different,44,17783,Average Mortality
111327,GA,heart failure,No Different,39,17506,Average Mortality
361329,OH,hip/knee replacement,Greater,65,29685,Average Complications
220030,MA,heart failure,No Different,271,17442,Average Mortality
110105,GA,heart attack,No Different,25,25761,Average Mortality
230269,MI,heart attack,Less,631,21852,Average Mortality
370057,OK,pneumonia,No Different,79,17187,Average Mortality
370094,OK,heart attack,No Different,179,26352,Average Mortality
50243,CA,heart failure,Greater,222,20396,Average Mortality
10006,AL,pneumonia,No Different,712,18488,Worse Mortality
50782,CA,hip/knee replacement,No Different,228,20208,Average Complications
50396,CA,heart failure,Greater,516,19554,Average Mortality
100049,FL,heart failure,No Different,183,16976,Average Mortality
151324,IN,pneumonia,No Different,100,16602,Average Mortality
50017,CA,pneumonia,Less,303,16780,Average Mortality
50197,CA,pneumonia,No Different,300,19040,Average Mortality
100137,FL,heart failure,No Different,205,17514,Average Mortality
100313,FL,pneumonia,No Different,57,17846,Average Mortality
161321,IA,pneumonia,No Different,53,20875,Average Mortality
350002,ND,heart failure,No Different,330,16919,Average Mortality
50367,CA,hip/knee replacement,No Different,145,20121,Average Complications
281327,NE,pneumonia,Less,37,15508,Average Mortality
141332,IL,heart failure,No Different,33,18597,Average Mortality
110076,GA,pneumonia,No Different,323,17455,Average Mortality
50320,CA,heart attack,No Different,75,25379,Average Mortality
230110,MI,pneumonia,No Different,179,17723,Average Mortality
260193,MO,heart attack,No Different,86,26592,Average Mortality
230070,MI,heart failure,No Different,838,17926,Average Mortality
140124,IL,heart failure,Less,187,14820,Average Mortality
131326,ID,hip/knee replacement,No Different,45,20957,Average Complications
330204,NY,heart attack,No Different,67,24023,Average Mortality
100265,FL,hip/knee replacement,Less,215,19519,Average Complications
290039,NV,heart attack,No Different,252,27035,Average Mortality
180092,KY,heart attack,No Different,30,26702,Average Mortality
320002,NM,hip/knee replacement,No Different,502,20446,Worse Complications
10029,AL,heart attack,No Different,229,25443,Average Mortality
340096,NC,heart failure,No Different,80,16602,Average Mortality
50352,CA,hip/knee replacement,Less,183,19286,Average Complications
150125,IN,heart failure,Greater,1046,21647,Better Mortality
260081,MO,pneumonia,No Different,416,17512,Average Mortality
100092,FL,heart attack,No Different,171,25970,Average Mortality
100260,FL,heart failure,No Different,477,18016,Average Mortality
260040,MO,heart attack,No Different,383,24165,Average Mortality
190204,LA,hip/knee replacement,No Different,105,20397,Average Complications
151328,IN,heart failure,No Different,86,17635,Average Mortality
100062,FL,heart failure,Greater,750,19188,Worse Mortality
360092,OH,pneumonia,No Different,86,16554,Average Mortality
371329,OK,pneumonia,Greater,49,22295,Average Mortality
110044,GA,heart failure,No Different,72,16437,Average Mortality
221300,MA,heart failure,No Different,60,16430,Average Mortality
140002,IL,pneumonia,Less,405,16509,Average Mortality
140182,IL,hip/knee replacement,Greater,106,23367,Average Complications
50054,CA,heart failure,No Different,80,18830,Average Mortality
200019,ME,hip/knee replacement,Less,292,19345,Average Complications
250058,MS,hip/knee replacement,Greater,94,23918,Average Complications
360362,OH,hip/knee replacement,Less,282,19681,Average Complications
151334,IN,heart failure,No Different,71,18554,Average Mortality
271322,MT,pneumonia,No Different,30,21606,Average Mortality
240078,MN,hip/knee replacement,Less,509,18411,Average Complications
370235,OK,heart failure,No Different,33,16214,Average Mortality
50454,CA,heart attack,Greater,142,30249,Average Mortality
140093,IL,hip/knee replacement,Greater,93,22923,Average Complications
390001,PA,heart attack,No Different,219,24573,Average Mortality
230095,MI,pneumonia,Less,195,16693,Average Mortality
281301,NE,heart failure,No Different,25,17463,Average Mortality
360012,OH,hip/knee replacement,Less,282,19751,Average Complications
231318,MI,pneumonia,No Different,111,16659,Average Mortality
210056,MD,heart failure,No Different,511,17371,Better Mortality
210009,MD,heart failure,No Different,632,17787,Better Mortality
161344,IA,pneumonia,Greater,130,21832,Average Mortality
280023,NE,hip/knee replacement,Less,505,19634,Average Complications
50127,CA,pneumonia,No Different,128,17672,Average Mortality
30071,AZ,heart failure,Less,50,13607,Average Mortality
100046,FL,heart attack,No Different,161,26223,Average Mortality
360175,OH,pneumonia,No Different,179,18406,Average Mortality
50708,CA,hip/knee replacement,Less,1447,18309,Average Complications
360086,OH,heart attack,Greater,197,29864,Average Mortality
380002,OR,heart failure,Less,242,14495,Average Mortality
140242,IL,hip/knee replacement,Less,1336,20347,Average Complications
180036,KY,hip/knee replacement,No Different,274,21796,Average Complications
100213,FL,heart attack,No Different,357,26676,Average Mortality
140130,IL,hip/knee replacement,No Different,790,20759,Average Complications
381323,OR,pneumonia,Less,115,15335,Average Mortality
170200,KS,pneumonia,No Different,192,18872,Average Mortality
100231,FL,hip/knee replacement,Greater,333,23413,Average Complications
310029,NJ,heart attack,No Different,472,25156,Average Mortality
110008,GA,heart attack,No Different,203,24749,Average Mortality
111325,GA,heart failure,No Different,40,18955,Average Mortality
110168,GA,pneumonia,No Different,493,18229,Average Mortality
